CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
HY190229,3/18/2015 16:00,067XX N GLENWOOD AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2432,40,6,1165705,1945025,42.00474076,-87.66571183,"(42.00474076426011, -87.66571183049935)"
HY189635,3/18/2015 16:35,064XX N SHERIDAN RD,560,ASSAULT,SIMPLE,STREET,N,N,2432,49,08A,1167092,1943043,41.99927233,-87.66066631,"(41.99927232898302, -87.660666312706)"
HY190189,3/18/2015 17:00,016XX W PRATT BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER,N,N,2432,49,14,1164115,1945239,42.00536186,-87.6715554,"(42.00536185825038, -87.6715554014574)"
HY189895,3/18/2015 17:00,011XX W LUNT AVE,810,THEFT,OVER $500,STREET,N,N,2423,49,6,1167051,1946662,42.00920381,-87.66071255,"(42.009203809672414, -87.66071254779183)"
HY189697,3/18/2015 17:36,064XX N RAVENSWOOD AVE,560,ASSAULT,SIMPLE,ALLEY,N,N,2432,40,08A,1163189,1942733,41.99850492,-87.67503311,"(41.99850491986197, -87.67503310562601)"
HY189743,3/18/2015 17:55,061XX N BROADWAY,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,Y,N,2433,48,6,1167183,1941083,41.99389209,-87.66038821,"(41.993892087041395, -87.66038821477768)"
HY190004,3/18/2015 21:25,069XX N RIDGE BLVD,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,STREET,Y,N,2424,49,11,1161379,1946284,42.00828696,-87.68159207,"(42.008286957496836, -87.6815920735013)"
HY190942,3/18/2015 22:00,056XX N WESTERN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2012,40,7,1159307,1937402,41.98395746,-87.68946119,"(41.98395745663693, -87.6894611937441)"
HY190043,3/18/2015 23:00,057XX N KENMORE AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,N,N,2022,48,04B,1168207,1938358,41.98639249,-87.65670073,"(41.98639248596646, -87.65670073398432)"
HY190218,3/19/2015 7:56,014XX W BRYN MAWR AVE,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",N,N,2013,48,08B,1165721,1937298,41.98353734,-87.66587454,"(41.98353734463464, -87.6658745442355)"
HY190610,3/19/2015 10:20,010XX W SHERIDAN RD,890,THEFT,FROM BUILDING,COLLEGE/UNIVERSITY GROUNDS,N,N,2432,49,6,1167880,1942665,41.99821807,-87.65777846,"(41.998218066698435, -87.65777846351415)"
HY191024,3/19/2015 17:30,059XX N RAVENSWOOD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,2012,40,08B,1163314,1939392,41.98933448,-87.67466781,"(41.98933447927964, -87.67466780561925)"
HY195448,3/19/2015 22:00,011XX W LOYOLA AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,"SCHOOL, PRIVATE, GROUNDS",N,N,2432,49,24,1167433,1943876,42.00155074,-87.65938775,"(42.001550738091105, -87.65938775375342)"
HY197783,3/20/2015 0:00,017XX W ALBION AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,APARTMENT,N,N,2432,40,17,1163689,1943894,42.00168017,-87.67316084,"(42.00168017085968, -87.6731608393632)"
HY191477,3/20/2015 7:53,013XX W ARDMORE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,N,Y,2013,48,26,1166265,1938966,41.98810273,-87.66382586,"(41.988102732199756, -87.66382586426512)"
HY191508,3/20/2015 8:15,013XX W LUNT AVE,890,THEFT,FROM BUILDING,APARTMENT,N,N,2423,49,6,1165953,1946632,42.00914509,-87.66475326,"(42.00914509062741, -87.66475326120525)"
HY191624,3/20/2015 9:00,010XX W GRANVILLE AVE,890,THEFT,FROM BUILDING,CLEANING STORE,N,N,2433,48,6,1168002,1941343,41.99458783,-87.65736806,"(41.994587831939825, -87.65736805924836)"
HY191730,3/20/2015 11:56,067XX N SEELEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,N,N,2412,50,14,1161410,1944595,42.00365165,-87.68152533,"(42.0036516473768, -87.68152532831381)"
HY191778,3/20/2015 12:20,016XX W FARWELL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,2431,49,14,1164249,1945692,42.00660206,-87.67104951,"(42.00660205682964, -87.67104951408137)"
HY192067,3/20/2015 16:04,011XX W HOLLYWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2022,48,14,1167600,1938016,41.98546717,-87.65894316,"(41.98546716686511, -87.65894316270504)"
HY194041,3/20/2015 17:00,018XX W GRANVILLE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2413,40,14,1162935,1941211,41.99433386,-87.67601047,"(41.99433386228766, -87.67601046850338)"
HY192262,3/20/2015 17:30,016XX W PRATT BLVD,890,THEFT,FROM BUILDING,RESIDENCE,N,N,2432,49,6,1164153,1945240,42.0053638,-87.67141557,"(42.005363796185094, -87.67141556849579)"
HY192436,3/20/2015 18:00,061XX N GLENWOOD AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,2433,48,5,1165859,1941044,41.99381352,-87.66525954,"(41.993813517185906, -87.66525953555995)"
HY192328,3/20/2015 18:30,057XX N SHERIDAN RD,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,N,N,2022,48,08A,1168592,1938386,41.98646096,-87.6552839,"(41.98646096353097, -87.65528390329838)"
HY193084,3/20/2015 18:30,066XX N GLENWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,N,N,2432,40,14,1165735,1944010,42.00195494,-87.66563058,"(42.00195494198666, -87.66563058152144)"
HY193664,3/20/2015 21:00,067XX N CLARK ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,N,N,2432,49,14,1163842,1944666,42.00379532,-87.67257606,"(42.00379531901531, -87.6725760564471)"
HY213763,3/20/2015 21:00,059XX N RAVENSWOOD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,2012,40,08B,1163314,1939401,41.98935918,-87.67466755,"(41.98935917556526, -87.67466755102163)"
HY192486,3/20/2015 21:40,059XX N RAVENSWOOD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),Y,Y,2012,40,08B,1163314,1939401,41.98935918,-87.67466755,"(41.98935917556526, -87.67466755102163)"
HY192498,3/20/2015 22:10,066XX N ASHLAND AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2432,49,6,1164401,1944390,42.00302611,-87.67052737,"(42.00302611225206, -87.67052736967143)"
HY192595,3/21/2015 0:10,063XX N PAULINA ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE PORCH/HALLWAY,Y,N,2433,40,5,1164036,1941952,41.99634392,-87.67193946,"(41.996343924388356, -87.67193946180002)"
HY193104,3/21/2015 12:55,070XX N SHERIDAN RD,460,BATTERY,SIMPLE,SIDEWALK,N,N,2423,49,08B,1166614,1946902,42.00987178,-87.66231347,"(42.00987178363777, -87.66231347187795)"
HY194304,3/21/2015 17:45,061XX N BROADWAY,810,THEFT,OVER $500,ATHLETIC CLUB,N,N,2433,48,6,1167199,1940579,41.99250875,-87.66034393,"(41.99250875497136, -87.66034393005025)"
HY193737,3/21/2015 22:34,066XX N CLARK ST,2027,NARCOTICS,POSS: CRACK,STREET,Y,N,2432,40,18,1164005,1944047,42.00209331,-87.67199397,"(42.00209331486895, -87.6719939736246)"
HY193748,3/21/2015 23:30,024XX W GRANVILLE AVE,2022,NARCOTICS,POSS: COCAINE,SIDEWALK,Y,N,2413,50,18,1158728,1941084,41.99407294,-87.69148918,"(41.99407293989892, -87.69148917820475)"
HY193823,3/22/2015 1:40,063XX N BROADWAY,460,BATTERY,SIMPLE,SIDEWALK,N,Y,2433,49,08B,1167149,1942308,41.99725425,-87.66047787,"(41.99725424567709, -87.66047787341368)"
HY194359,3/22/2015 15:00,070XX N CLARK ST,1330,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,Y,N,2423,49,26,1163425,1946702,42.00939097,-87.67405251,"(42.00939097078255, -87.674052508363)"
HY194937,3/22/2015 18:30,015XX W MORSE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2431,49,14,1164934,1946157,42.00786346,-87.66851602,"(42.007863457645605, -87.6685160206456)"
HY195578,3/22/2015 21:00,066XX N ASHLAND AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,2432,40,11,1164401,1944386,42.00301514,-87.67052748,"(42.00301513616052, -87.67052748359174)"
HY194725,3/22/2015 21:10,014XX W EDGEWATER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,2013,48,08B,1165673,1938317,41.98633454,-87.66602188,"(41.986334536526684, -87.6660218795814)"
HY194741,3/22/2015 21:15,014XX W EDGEWATER AVE,460,BATTERY,SIMPLE,STREET,N,N,2013,48,08B,1165659,1938317,41.98633484,-87.66607337,"(41.98633483583681, -87.66607337111277)"
HY194840,3/22/2015 23:00,067XX N GLENWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,2432,40,14,1165710,1944824,42.00418911,-87.6656992,"(42.004189109350854, -87.66569920187904)"
HY197360,3/23/2015 0:01,062XX N BELL AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,N,N,2413,50,7,1160181,1941563,41.99535732,-87.68613111,"(41.995357324233645, -87.68613110565256)"
HY195158,3/23/2015 10:15,019XX W DEVON AVE,312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SIDEWALK,N,N,2412,50,3,1162247,1942516,41.99792929,-87.67850452,"(41.99792928590677, -87.67850452300196)"
HY195357,3/23/2015 12:30,010XX W GLENLAKE AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,2433,48,5,1167962,1940519,41.99232763,-87.65753912,"(41.99232762564584, -87.65753911649506)"
HY195356,3/23/2015 12:30,010XX W GLENLAKE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,2433,48,5,1167962,1940519,41.99232763,-87.65753912,"(41.99232762564584, -87.65753911649506)"
HY195978,3/23/2015 19:10,020XX W LUNT AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,2424,49,08B,1161656,1946498,42.00886839,-87.68056692,"(42.008868387928764, -87.68056691998017)"
HY196214,3/23/2015 23:15,011XX W GRANVILLE AVE,610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,N,N,2433,48,5,1167486,1941331,41.99456606,-87.65926648,"(41.99456606497655, -87.65926647976723)"
HY196505,3/24/2015 1:00,066XX N WESTERN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2412,50,14,1159115,1943911,42.00182236,-87.6899875,"(42.001822361279814, -87.68998749505376)"
HY196155,3/24/2015 3:00,062XX N WESTERN AVE,820,THEFT,$500 AND UNDER,RESTAURANT,N,N,2413,50,6,1159186,1941443,41.99504862,-87.68979453,"(41.99504861719121, -87.68979453321504)"
HY196157,3/24/2015 3:20,068XX N RIDGE BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2424,49,08B,1161734,1945276,42.00551356,-87.68031423,"(42.00551355546037, -87.68031423124151)"
HY197539,3/24/2015 8:00,016XX W PRATT BLVD,560,ASSAULT,SIMPLE,ALLEY,N,N,2432,49,08A,1164017,1945236,42.0053557,-87.67191604,"(42.00535570425444, -87.67191603524411)"
HY196533,3/24/2015 11:45,061XX N BROADWAY,860,THEFT,RETAIL THEFT,DRUG STORE,Y,N,2433,48,6,1167183,1941083,41.99389209,-87.66038821,"(41.993892087041395, -87.66038821477768)"
HY196652,3/24/2015 13:30,068XX N WAYNE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,N,2431,49,08B,1165905,1945426,42.00583683,-87.66496451,"(42.00583683387731, -87.66496450816997)"
HY198897,3/24/2015 16:00,060XX N SHERIDAN RD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,2433,48,11,1168539,1940184,41.99139586,-87.65542649,"(41.99139586483052, -87.65542648956476)"
HY197000,3/24/2015 16:15,021XX W DEVON AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE-GARAGE,N,N,2412,50,7,1160702,1942466,41.99782437,-87.68418943,"(41.99782436521686, -87.6841894260015)"
HY198092,3/24/2015 17:00,016XX W HIGHLAND AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,2433,40,11,1164311,1942142,41.99685946,-87.67092245,"(41.99685945638942, -87.67092245472568)"
HY197475,3/24/2015 19:30,015XX W GREENLEAF AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2423,49,6,1164880,1947044,42.01029855,-87.66868936,"(42.010298552981475, -87.66868936111607)"
HY197246,3/24/2015 20:35,011XX W LUNT AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,N,N,2431,49,15,1166936,1946659,42.00919806,-87.66113575,"(42.00919805621284, -87.66113575163793)"
HY197264,3/24/2015 21:00,069XX N CLARK ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,2424,49,08B,1163589,1945794,42.00689593,-87.67347485,"(42.006895931491314, -87.67347485320356)"
HY197357,3/24/2015 22:20,020XX W DEVON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,2412,50,18,1161602,1942494,41.99788243,-87.68087787,"(41.99788242795105, -87.6808778654277)"
HY197754,3/25/2015 11:00,064XX N CLARK ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,POLICE FACILITY/VEH PARKING LOT,Y,N,2432,40,11,1164254,1943116,41.99953335,-87.67110442,"(41.9995333470239, -87.67110442338642)"
HY197786,3/25/2015 12:20,023XX W LUNT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2411,50,14,1159378,1946402,42.00865232,-87.68895098,"(42.008652318084856, -87.68895097718037)"
HY206468,3/25/2015 13:30,061XX N HAMILTON AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,Y,N,2413,40,7,1160887,1940551,41.99256569,-87.68356233,"(41.992565689996205, -87.68356233174529)"
HY198411,3/25/2015 19:30,060XX N OAKLEY AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,N,N,2413,40,3,1159897,1939974,41.99100294,-87.6872199,"(41.99100293510156, -87.68721990150016)"
HY198628,3/25/2015 21:30,017XX W GREENLEAF AVE,460,BATTERY,SIMPLE,SIDEWALK,N,N,2423,49,08B,1163494,1947000,42.01020723,-87.67379019,"(42.01020723077065, -87.67379018941209)"
HY198566,3/25/2015 22:09,018XX W DEVON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GAS STATION,Y,N,2433,50,18,1162900,1942537,41.99797318,-87.67610178,"(41.99797318224676, -87.67610177679961)"
HY198562,3/25/2015 22:10,068XX N WAYNE AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,N,N,2431,49,04B,1165904,1945458,42.00592466,-87.66496727,"(42.005924663888514, -87.6649672681599)"
HY199170,3/26/2015 12:13,020XX W NORWOOD ST,1570,SEX OFFENSE,PUBLIC INDECENCY,SIDEWALK,Y,N,2413,40,17,1161472,1940298,41.99185925,-87.68141759,"(41.99185924912805, -87.68141758900724)"
HY199081,3/26/2015 12:40,067XX N HERMITAGE AVE,460,BATTERY,SIMPLE,APARTMENT,N,N,2432,49,08B,1163460,1944645,42.00374578,-87.67398202,"(42.00374577560634, -87.67398202086451)"
HY199247,3/26/2015 13:30,019XX W PRATT BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,N,N,2424,49,14,1162150,1945179,42.00523867,-87.67878646,"(42.00523866785303, -87.67878646203991)"
HY199336,3/26/2015 16:10,062XX N CLARK ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,N,N,2433,40,14,1164509,1941822,41.99597716,-87.67020321,"(41.995977162773286, -87.67020321276928)"
HY199792,3/26/2015 16:30,059XX N KENMORE AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,2022,48,5,1168172,1939481,41.98947478,-87.65679684,"(41.98947478183981, -87.65679683507139)"
HY199711,3/26/2015 21:40,014XX W ROSEMONT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2433,40,14,1165636,1941997,41.99643334,-87.6660525,"(41.9964333432054, -87.66605250144082)"
HY200604,3/26/2015 22:00,059XX N SHERIDAN RD,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,N,Y,2022,48,26,1168560,1939523,41.98958161,-87.65536849,"(41.98958161117843, -87.65536849400021)"
HY199794,3/26/2015 23:28,057XX N CLARK ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,Y,N,2013,48,26,1164700,1938518,41.98690683,-87.66959481,"(41.986906833685325, -87.66959481363574)"
HY199847,3/27/2015 1:21,011XX W GRANVILLE AVE,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESTAURANT,Y,N,2433,48,04B,1167588,1941333,41.99456935,-87.65889122,"(41.994569349208014, -87.65889122144502)"
HY199832,3/27/2015 1:22,063XX N CLARK ST,460,BATTERY,SIMPLE,SIDEWALK,Y,N,2433,40,08B,1164435,1942406,41.99758125,-87.67045879,"(41.99758124605157, -87.67045879337117)"
HY217772,3/27/2015 9:00,022XX W FARWELL AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,2411,50,11,1160011,1945557,42.00632052,-87.68664549,"(42.00632051524636, -87.6866454854437)"
HY201885,3/27/2015 9:00,066XX N GLENWOOD AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,2432,40,26,1165725,1944350,42.00288812,-87.66565762,"(42.00288812292867, -87.66565761608575)"
HY206541,3/27/2015 9:00,017XX W WALLEN AVE,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,N,N,2432,40,10,1163520,1944222,42.00258379,-87.67377327,"(42.0025837850539, -87.67377327061888)"
HY200233,3/27/2015 11:55,056XX N RIDGE AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,2013,48,6,1167084,1937517,41.98410903,-87.66085538,"(41.9841090310757, -87.66085537532423)"
HY215569,3/27/2015 12:30,063XX N MAGNOLIA AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,2433,40,26,1166797,1942294,41.99722341,-87.66177314,"(41.99722341199991, -87.66177314160434)"
HY200962,3/27/2015 15:00,013XX W GLENLAKE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,2433,48,11,1166158,1940633,41.99267932,-87.66417151,"(41.99267931716436, -87.66417150880064)"
HY200752,3/27/2015 18:12,056XX N CLARK ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,N,N,2013,48,14,1164854,1937768,41.98484553,-87.6690498,"(41.98484553462955, -87.66904979651872)"
HY201053,3/27/2015 19:00,024XX W FARWELL AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,2411,50,5,1158722,1945396,42.00590535,-87.69139233,"(42.00590534555515, -87.6913923320762)"
HY200812,3/27/2015 19:15,017XX W WALLEN AVE,2220,LIQUOR LAW VIOLATION,ILLEGAL POSSESSION BY MINOR,SIDEWALK,Y,N,2432,40,22,1163586,1944224,42.00258788,-87.67353041,"(42.00258787771353, -87.67353040600321)"
HY201278,3/27/2015 22:00,059XX N SHERIDAN RD,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,Y,Y,2022,48,26,1168560,1939523,41.98958161,-87.65536849,"(41.98958161117843, -87.65536849400021)"
HY201094,3/27/2015 23:24,023XX W DEVON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,2413,50,18,1159722,1942437,41.99776512,-87.6877953,"(41.997765118213415, -87.68779530073658)"
HY207418,3/28/2015 4:20,018XX W PETERSON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CAR WASH,N,N,2413,40,14,1162925,1939900,41.99073665,-87.67608426,"(41.990736648304015, -87.67608426465439)"
HY203521,3/28/2015 11:30,063XX N LEAVITT ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2413,50,08B,1160500,1941928,41.99635227,-87.6849475,"(41.996352274848995, -87.68494749765401)"
HY201621,3/28/2015 12:39,057XX N ASHLAND AVE,1330,CRIMINAL TRESPASS,TO LAND,ABANDONED BUILDING,Y,N,2012,40,26,1164631,1937940,41.98532225,-87.66986506,"(41.98532225105117, -87.66986506417095)"
HY201596,3/28/2015 12:42,062XX N BROADWAY,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,Y,N,2433,48,26,1167168,1941598,41.99530558,-87.6604285,"(41.9953055814435, -87.6604285045878)"
HY201692,3/28/2015 14:00,018XX W HOOD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,N,2413,40,08B,1162974,1940781,41.99315311,-87.67587915,"(41.99315310770208, -87.67587915328225)"
HY204832,3/28/2015 14:57,063XX N CLARK ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,GAS STATION,N,N,2433,40,11,1164436,1942402,41.99757025,-87.67045523,"(41.99757024870712, -87.67045522866484)"
HY202267,3/28/2015 16:00,060XX N DAMEN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,2413,40,14,1161902,1940048,41.99116425,-87.67984294,"(41.99116424753759, -87.67984293927586)"
HY201881,3/28/2015 16:47,014XX W GRANVILLE AVE,890,THEFT,FROM BUILDING,OTHER,N,N,2433,40,6,1165537,1941286,41.99448446,-87.66643705,"(41.99448445834661, -87.66643704691364)"
HY204851,3/28/2015 17:00,064XX N GREENVIEW AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,OTHER,N,N,2432,40,14,1165107,1942813,41.99868376,-87.66797513,"(41.99868376212989, -87.66797512949421)"
HY204836,3/28/2015 20:00,060XX N WINTHROP AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2433,48,6,1167768,1940214,41.9914949,-87.65826155,"(41.991494897870055, -87.65826155154302)"
HY202545,3/28/2015 21:30,064XX N ARTESIAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2412,50,14,1158814,1942710,41.99853298,-87.69112798,"(41.998532975458524, -87.69112797595001)"
HY214344,3/28/2015 23:00,064XX N WAYNE AVE,890,THEFT,FROM BUILDING,APARTMENT,N,N,2432,40,6,1166102,1942879,41.99884359,-87.66431295,"(41.99884359320897, -87.66431294886632)"
HY202280,3/29/2015 2:00,013XX W COLUMBIA AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2432,49,6,1166135,1944934,42.00448185,-87.66413247,"(42.0044818466957, -87.66413246645453)"
HY207887,3/29/2015 3:50,011XX W GRANVILLE AVE,620,BURGLARY,UNLAWFUL ENTRY,RESTAURANT,Y,N,2433,48,5,1167463,1941330,41.99456382,-87.65935111,"(41.99456381772386, -87.65935111273181)"
HY203313,3/29/2015 9:30,060XX N WINTHROP AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,N,Y,2433,48,04A,1167768,1940214,41.9914949,-87.65826155,"(41.991494897870055, -87.65826155154302)"
HY202598,3/29/2015 12:08,013XX W MORSE AVE,460,BATTERY,SIMPLE,CTA PLATFORM,Y,N,2431,49,08B,1165794,1946184,42.00791918,-87.66535113,"(42.00791917675723, -87.66535112797474)"
HY202573,3/29/2015 12:10,066XX N DAMEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),N,N,2412,50,14,1161753,1944078,42.00222581,-87.68027795,"(42.00222581241467, -87.68027794778662)"
HY202713,3/29/2015 13:00,063XX N WESTERN AVE,460,BATTERY,SIMPLE,STREET,N,N,2413,50,08B,1159165,1942092,41.99682993,-87.68985384,"(41.996829930148664, -87.68985384147703)"
HY203281,3/29/2015 15:00,064XX N NEWGARD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2432,40,14,1165438,1942778,41.99858066,-87.66675849,"(41.99858065709045, -87.66675848928921)"
HY203074,3/29/2015 18:00,017XX W WALLEN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,2432,40,26,1163586,1944224,42.00258788,-87.67353041,"(42.00258787771353, -87.67353040600321)"
HY203160,3/29/2015 20:25,065XX N CLAREMONT AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,2412,50,18,1159466,1943139,41.99969672,-87.68871759,"(41.99969672275116, -87.68871759173891)"
HY203368,3/29/2015 20:30,057XX N KENMORE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2022,48,14,1168209,1938310,41.98626073,-87.65669477,"(41.9862607294983, -87.6566947728164)"
HY203130,3/29/2015 21:44,013XX W LUNT AVE,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,N,N,2423,49,08A,1166045,1946634,42.00914861,-87.66441471,"(42.009148606587466, -87.66441471003576)"
HY203230,3/30/2015 1:40,060XX N WESTERN AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,N,N,2413,40,6,1159227,1939947,41.99094269,-87.68968508,"(41.99094269049598, -87.68968507686625)"
HY203235,3/30/2015 1:49,016XX W MORSE AVE,560,ASSAULT,SIMPLE,RESIDENCE,Y,Y,2431,49,08A,1164272,1946137,42.00782266,-87.67095223,"(42.00782265796618, -87.67095222667115)"
HY203644,3/30/2015 11:45,024XX W DEVON AVE,860,THEFT,RETAIL THEFT,DRUG STORE,Y,N,2413,50,6,1158929,1942413,41.99771563,-87.69071313,"(41.99771562913841, -87.69071312657078)"
HY204765,3/30/2015 12:00,059XX N GLENWOOD AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,"SCHOOL, PUBLIC, BUILDING",Y,N,2013,48,17,1165910,1939379,41.98924362,-87.66511973,"(41.98924362300202, -87.66511972600064)"
HY204173,3/30/2015 17:50,068XX N LAKEWOOD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,N,2431,49,08B,1166259,1945459,42.0059198,-87.66366116,"(42.005919795678054, -87.66366116132562)"
HY208068,3/30/2015 18:00,067XX N RAVENSWOOD AVE,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),N,N,2432,49,6,1163134,1944670,42.00382126,-87.67518066,"(42.00382125905372, -87.67518065990748)"
HY204602,3/30/2015 20:00,069XX N ASHLAND BLVD,890,THEFT,FROM BUILDING,RESIDENCE,Y,N,2431,49,6,1164515,1946361,42.00843216,-87.67005179,"(42.00843215588924, -87.67005179410155)"
HY205470,3/30/2015 21:30,062XX N BROADWAY,610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,N,N,2433,49,5,1167167,1941625,41.99537969,-87.6604314,"(41.99537969157135, -87.66043140260246)"
